Node ID,Von Mises Stress,Stress X,Stress Y,Displacement X,Displacement Y,Shear
22,48334921.2758,48333279.9276,-3160.15514545,0.000216974392533,4.32568192482e-05,44405.4404895
23,47366469.1235,47359077.4536,-14703.1013233,0.000228930905461,4.38796244562e-05,34825.6267607
24,46690151.8676,46680412.2925,-19458.6615932,0.00024067337811,4.40207831562e-05,14973.7260460
25,46489574.0702,46476829.5288,-25478.6099928,0.000252298653126,4.35694940388e-05,48.2155010104
26,46832871.4238,46819511.4136,-26640.5274160,0.000263945668936,4.24866788089e-05,-32611.8475447
27,47648785.1074,47641593.9331,-14301.0648996,0.000275739192963,4.08157892525e-05,-35212.0883763
28,48784023.9785,48779669.4438,-8611.29024997,0.000287786364555,3.86745072901e-05,-39641.9391036
29,50001925.1042,50005619.0491,7458.56373881,0.000300134718418,3.6219637841e-05,-34117.9706156
30,51111411.9102,51117430.3691,12091.1366927,0.000312780529261,3.3619556576e-05,-29785.6579224
31,51979092.2058,51984458.9233,10746.9091114,0.000325676143169,3.10149174184e-05,-14303.1721624
32,52532570.8994,52539558.4106,13984.5716767,0.000338752150536,2.85077374429e-05,-10877.5356784
33,52786366.7236,52793089.5487,13448.2559127,0.000351926654577,2.61588338763e-05,796.692242147
34,52789825.6105,52795111.3383,10573.2493103,0.000365133106709,2.39898469299e-05,1901.54056569
35,52606669.5279,52609657.2876,5980.80912702,0.000378312826157,2.19957027584e-05,9155.03529056
36,52294855.5926,52295693.7154,1678.51799051,0.000391429454088,2.01540999115e-05,6237.59627342
