Node ID,Equivalent Stress,Stress X,Stress Y,Deformation X,Deformation Y,Shear
3276,65131164.7421,-67484151.3333,-10782367.5833,-0.000411723944126,6.85609484208e-05,-22543946.3333
3277,67452507.9712,-66434076.6667,-15313271.3333,-0.000409091211623,6.92575267749e-05,-27776622.0
3278,63282797.6646,-62082407.3333,-14121793.0,-0.00040435147821,6.63435857859e-05,-25689072.0
3279,72655161.7558,-72568764.0,-16921934.1667,-0.000413462752476,7.17246512068e-05,-30095110.0
3280,73906946.9559,-79518906.2857,-14827541.1429,-0.000422496785177,7.49034443288e-05,-26405989.4286
3281,78430696.7709,-85669484.0,-15217714.6667,-0.000428878876846,7.77755049057e-05,-27207968.3333
3282,67015375.7633,-68782260.0,-13185790.2857,-0.000412256718846,-7.07889121259e-05,25104316.5714
3283,64236781.1179,-61411794.6667,-14889766.1667,-0.000403686834034,-6.76479467074e-05,27121634.3333
3284,60676136.6559,-58040956.0,-12880567.3333,-0.000400135031668,-6.48861678201e-05,24687860.0
3285,50470214.3045,-46281888.0,3336970.79167,-0.000318886479363,-4.79338268633e-05,7299334.58333
3286,52817580.8248,-52789424.0,282232.496094,-0.000690325745381,0.000203504241654,292920.620443
3287,52954817.5931,-52679564.0,501595.669271,-0.000679380318616,0.00019328801136,247980.069336
3288,52974303.0107,-53081726.6667,270293.423177,-0.000673795468174,0.000210537938983,55399.9513346
3289,50281347.6823,-62799142.6667,-11212781.5,-0.000518283224665,0.000130543703563,-2870543.29167
3290,43972081.0570,-5478571.25,9533311.5,-0.00067131331889,-8.83664711182e-07,-351813.774554
3291,62291644.5157,-56710277.1429,7107561.5,-0.00060583272716,-8.21458233986e-05,-3822363.96429
3292,88002246.0288,-106376560.0,-13414958.8333,-0.000456643814687,8.82667518454e-05,-19168637.6667
3293,95611599.6808,-109785330.286,-13605262.5714,-0.000449903687695,8.48775671329e-05,-26260137.1429
3294,88916130.8684,-101453561.6,-14500720.0,-0.0004439468903,8.32700970932e-05,-26308628.8
3295,39656084.9919,-10424772.2857,15177776.7143,-0.000329515372869,-1.52914235514e-05,10814633.4286
3296,51341417.0535,457458.912388,25218434.5714,-0.000671326066367,-7.55713290346e-06,-1690591.31696
3297,54498865.8350,1512256.6875,31340559.3333,-0.000672078749631,-6.96044753568e-06,58058.1927083
3298,52759724.3164,1470372.075,28261613.6,-0.000672798836604,-3.55275483344e-06,-283807.55625
3299,66313051.4009,-91019648.0,-16830149.1429,-0.000484460120788,-0.00010655249207,1600514.59821
3300,45932077.4627,-6089082.02083,12248413.0833,-0.000652476330288,3.20825565723e-05,3338413.40625
3301,44744788.0160,-7750507.20833,8634657.75,-0.000649023975711,3.56210512109e-05,4578587.89583
3302,46242114.3115,-13428396.8333,7152149.75,-0.000644920277409,3.57354365406e-05,8341601.33333
3303,54880656.9804,-52678750.0,2468073.16667,-0.000655238400213,0.000133289140649,1082363.82292
3304,28411509.2167,-11732618.0,3261949.08333,-0.000315288751153,1.35264770051e-06,-2756292.79167
3305,28125764.3605,-9301802.16667,4750323.875,-0.000315156736178,2.69986003332e-07,-1218964.64974
3306,29214253.7185,-9537137.25,5212805.875,-0.00031601919909,2.20311608246e-06,-4000719.0
3307,31443667.5408,-10882316.8333,5799885.5,-0.000317897152854,4.28512794315e-06,-6789812.83333
3308,28783169.1655,-7123494.75,6867696.0,-0.000315471697832,1.04876630758e-06,-2248700.52083
3309,28358341.7274,-6923794.42857,6591403.64286,-0.000315174285788,-1.00525312519e-06,699588.707589
3310,32994609.1770,-14395779.3333,4539399.08333,-0.000319193175528,5.63793901165e-06,-8233938.91667
3311,34426191.5693,-12875401.6667,6555684.5,-0.000320708553772,6.53332153888e-06,-9333051.33333
3312,32899682.4774,-9693862.25,7895868.75,-0.000319143407978,5.33059983354e-06,-7869358.41667
3313,35943363.1614,-11867385.0,8646547.92857,-0.000322405656334,7.70465339883e-06,-10225714.5714
3314,52098809.0906,-44693493.3333,-8857745.70833,-0.000385887484299,-5.72036842641e-05,21182053.0
3315,53859284.3178,-46272336.5714,-13595946.3571,-0.000388590298826,-6.06837165833e-05,24050595.7143
3316,71278168.7491,-96015497.1429,-16385528.1429,-0.000518317800015,0.00010235368245,4162038.25
3317,65756536.2384,-89643196.0,-16609176.5,-0.000518887478393,0.000104689177533,2354930.4375
3318,64450000.8096,-87122129.3333,-15882382.5,-0.000523482915014,0.000104127808299,2394438.91667
3319,62559083.6605,-45657879.3333,10115389.0,-0.000624571286608,4.05726641475e-05,13314116.8333
3320,60582236.0760,-41379433.3333,9746640.0,-0.000632266805042,3.4964432416e-05,14114976.0
3321,53102625.9062,-55201945.3333,-1662098.45833,-0.00054951995844,0.000167629172211,-3049354.5
